1.000000 14.635941 23.820072
2.000000 5.941832 13.277592
3.000000 6.540627 17.323605
4.000000 6.333861 17.992814
5.000000 5.934832 17.893799
6.000000 7.083794 22.120320
7.000000 5.941925 19.109246
8.000000 6.521705 21.400415
9.000000 7.148347 23.448255
10.000000 6.385330 21.297634
11.000000 6.496297 22.020309
12.000000 6.831870 23.327935
13.000000 6.368970 21.567455
14.000000 6.224945 21.463820
15.000000 6.108022 20.989603
16.000000 6.903302 24.087282
17.000000 6.782003 23.272428
18.000000 6.491064 22.405597
19.000000 6.734762 23.483005
20.000000 6.636243 23.135475
21.000000 6.282037 21.943206
22.000000 6.816996 23.981961
23.000000 6.396085 22.447735
24.000000 6.186441 21.859902
25.000000 6.376722 22.193723
26.000000 6.229711 21.788701
27.000000 6.206069 21.843948
28.000000 6.504253 22.982911
29.000000 6.791447 23.805771
30.000000 6.451353 22.704455
