1.000000 8.085082 23.437504
1.049505 7.541626 22.007190
1.099010 6.809761 20.344260
1.148515 7.706374 22.958523
1.198020 6.121337 18.577682
1.247525 6.906952 21.114320
1.297030 7.056739 21.509737
1.346535 7.425970 22.770562
1.396040 7.177819 22.043074
1.445545 7.333157 23.057281
1.495050 6.758213 21.590924
1.544554 7.107128 22.672237
1.594059 6.919300 21.858744
1.643564 7.233461 23.147365
1.693069 6.759163 21.756331
1.742574 6.456128 21.024815
1.792079 6.913016 22.644191
1.841584 6.427612 21.122867
1.891089 6.731762 21.891457
1.940594 6.889663 22.654690
1.990099 7.340540 23.986362
2.039604 6.474751 21.316160
2.089109 7.168229 23.693441
2.138614 7.186091 23.803830
2.188119 6.982226 23.158837
2.237624 6.297343 21.170874
2.287129 7.338699 24.780686
2.336634 6.782318 22.763014
2.386139 6.201366 20.970863
2.435644 6.479346 22.134207
2.485149 7.065390 24.042624
2.534653 6.425137 21.855660
2.584158 7.157141 24.442501
2.633663 6.228156 21.438314
2.683168 6.875263 23.477017
2.732673 5.909782 20.449802
2.782178 6.858295 23.458629
2.831683 6.115703 20.939247
2.881188 6.021774 20.966051
2.930693 6.237916 21.613380
2.980198 6.831033 23.653331
3.029703 6.316232 21.971621
3.079208 7.342315 25.148424
3.128713 5.973563 20.910216
3.178218 6.287031 22.049831
3.227723 6.519989 22.629021
3.277228 5.805930 20.377785
3.326733 6.120550 21.482614
3.376238 5.734049 20.282830
3.425743 6.390345 22.197291
3.475248 6.734941 23.560147
3.524752 6.248392 22.179947
3.574257 6.657628 23.495230
3.623762 6.137380 21.626520
3.673267 6.212760 21.667595
3.722772 6.223740 21.857402
3.772277 6.337242 22.276977
3.821782 6.097696 21.932859
3.871287 6.898138 24.275599
3.920792 7.344272 25.485899
3.970297 6.159805 21.706912
4.019802 6.318542 22.337930
4.069307 6.576060 23.124933
4.118812 6.614500 23.353532
4.168317 6.452945 22.867348
4.217822 6.679857 23.414111
4.267327 6.535792 22.848611
4.316832 6.488012 22.824339
4.366337 6.021648 21.228609
4.415842 6.427521 22.575977
4.465347 5.850918 20.971753
4.514851 6.560953 23.128306
4.564356 5.766857 20.444303
4.613861 5.982061 21.321310
4.663366 5.593806 19.905171
4.712871 6.537721 23.344137
4.762376 6.385635 22.610530
4.811881 5.705983 20.428152
4.861386 6.125063 21.523033
4.910891 5.620725 20.227648
4.960396 6.785013 24.051593
5.009901 5.608295 20.080514
5.059406 6.523816 22.902785
5.108911 6.686242 23.616053
5.158416 6.348517 22.586710
5.207921 6.461440 22.994610
5.257426 6.608991 23.430948
5.306931 5.950888 21.225408
5.356436 6.477689 22.621837
5.405941 6.807114 24.233633
5.455446 6.353971 22.402352
5.504950 7.208331 25.380365
5.554455 6.067933 21.661726
5.603960 6.399984 22.767310
5.653465 6.393331 22.662988
5.702970 6.364272 22.685282
5.752475 6.641450 23.551513
5.801980 6.727787 24.100472
5.851485 5.969582 21.420253
5.900990 6.719689 23.928400
5.950495 6.010261 21.421066
6.000000 6.311822 22.316975
